archetype #,Feature Name,P value (Mann-Whitney),Median Difference,Mean Difference,Significant after Benjamini-Hochberg correction?,Is first bin maximal?
1,PID INTEGRIN4 PATHWAY,5.6999e-08,1.4589,1.3862,1,1
1,INTERCELLULAR JUNCTION ASSEMBLY,6.93e-08,1.1892,1.0936,1,1
1,REACTOME SMOOTH MUSCLE CONTRACTION,2.8496e-08,1.1892,1.3187,1,1
1,BIOCARTA PLATELETAPP PATHWAY,2.1702e-06,1.1877,0.98736,1,1
1,REACTOME EXTRINSIC PATHWAY FOR APOPTOSIS,6.8936e-07,1.1664,1.0976,1,1
1,REACTOME ANTIGEN PRESENTATION FOLDING ASSEMBLY AND PEPTIDE LOADING OF CLASS I MHC,5.508e-06,1.1564,1.0611,1,1
1,PID INTEGRIN5 PATHWAY,2.3654e-06,1.0719,0.96848,1,1
1,BIOCARTA IL4 PATHWAY,1.8084e-07,1.0425,1.0236,1,1
1,OXIDOREDUCTASE ACTIVITY ACTING ON SULFUR GROUP OF DONORS,4.6826e-08,1.0254,1.0213,1,1
1,CYTOPLASM ORGANIZATION AND BIOGENESIS,4.9191e-08,1.0111,0.923,1,1
1,EXTRACELLULAR MATRIX STRUCTURAL CONSTITUENT,6.6003e-08,0.97894,1.0229,1,1
1,SA MMP CYTOKINE CONNECTION,1.2862e-06,0.92128,0.92703,1,1
1,PID INTEGRIN1 PATHWAY,5.6999e-08,0.91345,1.0017,1,1
1,INTERCELLULAR JUNCTION ASSEMBLY AND MAINTENANCE,1.8084e-07,0.90925,0.86749,1,1
1,REACTOME CELL EXTRACELLULAR MATRIX INTERACTIONS,1.1964e-05,0.90812,0.9845,1,1
1,POSITIVE REGULATION OF ANGIOGENESIS,3.17e-07,0.90145,0.78638,1,1
1,PID INTEGRIN3 PATHWAY,5.0194e-07,0.88711,0.88476,1,1
1,KEGG ALLOGRAFT REJECTION,1.1493e-05,0.88557,0.75361,1,1
1,BIOCARTA VITCB PATHWAY,7.547e-05,0.88459,0.674,1,1
1,REACTOME IL 6 SIGNALING,6.5149e-05,0.87687,0.75241,1,1
1,REACTOME YAP1 AND WWTR1 TAZ STIMULATED GENE EXPRESSION,1.1788e-07,0.8426,0.75541,1,1
1,BIOCARTA AMI PATHWAY,3.7145e-05,0.83775,0.61897,1,1
1,BIOCARTA FIBRINOLYSIS PATHWAY,1.4674e-06,0.8342,0.83257,1,1
1,POSITIVE REGULATION OF PHOSPHATE METABOLIC PROCESS,4.6826e-08,0.8287,0.89107,1,1
1,REACTOME METABOLISM OF PORPHYRINS,6.5896e-07,0.82321,0.81342,1,1
1,PID A6B1 A6B4 INTEGRIN PATHWAY,5.2533e-07,0.8216,0.70286,1,1
1,PID UPA UPAR PATHWAY,5.1671e-08,0.80786,0.99585,1,1
1,POSITIVE REGULATION OF CELL CYCLE,1.7806e-05,0.79532,0.61425,1,1
1,BIOCARTA SODD PATHWAY,2.0784e-06,0.78442,0.90777,1,1
1,REACTOME ANTIGEN PROCESSING CROSS PRESENTATION,4.7955e-07,0.78193,0.7139,1,1
1,COLLAGEN,6.4994e-06,0.77495,0.87419,1,1
1,KEGG ECM RECEPTOR INTERACTION,4.6826e-08,0.77305,0.83156,1,1
1,REACTOME COLLAGEN FORMATION,1.6729e-06,0.76633,0.7354,1,1
1,POSITIVE REGULATION OF PHOSPHORYLATION,9.2696e-08,0.75502,0.78639,1,1
1,REACTOME SIGNALING BY HIPPO,9.3916e-06,0.74033,0.71474,1,1
1,REACTOME INTERFERON ALPHA BETA SIGNALING,5.4121e-05,0.73772,0.80672,1,1
1,BIOCARTA TOB1 PATHWAY,9.7801e-06,0.73421,0.63622,1,1
1,REACTOME CASPASE MEDIATED CLEAVAGE OF CYTOSKELETAL PROTEINS,2.6322e-07,0.7276,0.75047,1,1
1,REACTOME ER PHAGOSOME PATHWAY,1.6729e-06,0.72723,0.63561,1,1
