archetype #,Feature Name,P value (Mann-Whitney),Median Difference,Mean Difference,Significant after Benjamini-Hochberg correction?,Is first bin maximal?
1,MODULE 543,8.4434e-05,1.7573,1.6356,1,1
1,MODULE 444,7.2607e-05,1.635,1.4584,1,1
1,MODULE 143,0.00066983,1.6335,1.4698,1,1
1,MODULE 293,0.0015733,1.6275,1.4549,1,1
1,MODULE 14,5.9259e-05,1.5358,1.5599,1,1
1,MODULE 321,6.2359e-05,1.5152,1.2526,1,1
1,MODULE 412,0.00020344,1.4921,1.3905,1,1
1,MODULE 178,6.5613e-05,1.4037,1.3914,1,1
1,MODULE 501,0.00053648,1.3601,1.1094,1,1
1,MODULE 516,5.9259e-05,1.3,1.3014,1,1
1,MODULE 275,0.00051298,1.2052,1.0455,1,1
1,MODULE 131,8.0303e-05,1.1679,1.0593,1,1
1,MODULE 362,0.00028296,1.148,1.1221,1,1
1,MODULE 562,8.8765e-05,1.0706,1.1269,1,1
1,MODULE 128,0.00083347,0.94497,0.88156,1,1
1,MODULE 170,0.00087036,0.94114,0.8624,1,1
1,MODULE 399,0.00053648,0.9317,0.74394,1,1
1,MODULE 79,0.00083347,0.92509,0.86256,1,1
1,MODULE 346,0.00023453,0.92014,0.83045,1,1
1,MODULE 3,0.00040918,0.91989,0.73158,1,1
1,MODULE 408,0.00042822,0.89799,0.75621,1,1
1,MODULE 5,0.00083347,0.87532,0.72292,1,1
1,MODULE 265,0.0024588,0.86743,0.79304,1,1
1,MODULE 522,0.00010305,0.86208,0.73699,1,1
1,MODULE 521,0.0015095,0.85092,0.72931,1,1
1,MODULE 150,0.0082164,0.84975,0.61727,1,1
1,MODULE 254,0.0071194,0.84743,0.65577,1,1
1,MODULE 223,0.00028296,0.83389,0.74408,1,1
1,MODULE 312,0.015254,0.82091,0.66586,1,1
1,MODULE 537,0.0027694,0.80828,0.87035,1,1
1,MODULE 107,0.00032527,0.8038,0.80023,1,1
1,MODULE 300,0.0019312,0.79907,0.61159,1,1
