archetype #,Feature Name,P value (Mann-Whitney),Median Difference,Mean Difference,Significant after Benjamini-Hochberg correction?,Is first bin maximal?
1,HINATA NFKB MATRIX,0.00023453,2.2405,1.8481,1,1
1,CORDENONSI YAP CONSERVED SIGNATURE,0.0010336,1.3553,1.1849,1,1
1,BMI1 DN.V1 UP,0.00018491,1.1303,0.96887,1,1
1,EGFR UP.V1 UP,0.0016396,0.97777,0.7144,1,1
1,MEL18 DN.V1 UP,0.00073133,0.94481,0.86578,1,1
1,BMI1 DN MEL18 DN.V1 UP,0.024724,0.88845,0.70729,1,1
1,CAHOY ASTROGLIAL,0.00027004,0.83995,0.8197,1,1
1,ESC V6.5 UP EARLY.V1 DN,0.0017084,0.74891,0.71884,1,1
1,KRAS.DF.V1 UP,0.00035669,0.65207,0.61143,1,1
1,BCAT BILD ET AL DN,0.005311,0.62164,0.42302,1,1
1,RB DN.V1 DN,0.0013321,0.60987,0.51298,1,1
1,ESC J1 UP EARLY.V1 DN,8.4434e-05,0.50371,0.47146,1,1
1,SIRNA EIF4GI DN,0.0059338,0.44093,0.33834,1,1
1,YAP1 UP,0.00066983,0.42479,0.41596,1,1
1,ESC V6.5 UP LATE.V1 DN,0.00016797,0.3512,0.35607,1,1
1,STK33 SKM UP,0.016296,0.32446,0.27559,1,1
1,RB P107 DN.V1 DN,0.00076401,0.30763,0.28976,1,1
1,CAMP UP.V1 UP,0.0035004,0.30634,0.2248,1,1
1,CYCLIN D1 KE .V1 UP,0.00027004,0.29486,0.31403,1,1
1,GCNP SHH UP LATE.V1 DN,0.0002237,0.28513,0.28375,1,1
1,MYC UP.V1 DN,0.0138,0.28097,0.24183,1,1
1,GLI1 UP.V1 UP,0.01247,0.2776,0.21343,1,1
1,CYCLIN D1 UP.V1 UP,0.00029645,0.23711,0.29329,1,1
1,IL2 UP.V1 UP,0.0063849,0.19244,0.29781,1,1
1,P53 DN.V2 UP,0.022501,0.1839,0.19522,1,1
1,PDGF ERK DN.V1 DN,0.001448,0.17304,0.17394,1,1
1,E2F1 UP.V1 DN,0.00039093,0.47784,0.50469,1,0
1,BCAT BILD ET AL UP,0.0011741,0.30029,0.36266,1,0
1,HOXA9 DN.V1 UP,0.0032392,0.28828,0.28184,1,0
1,RB P130 DN.V1 DN,0.0013889,0.2846,0.25826,1,0
1,PKCA DN.V1 DN,0.0071194,0.23606,0.23321,1,0
1,SIRNA EIF4GI UP,0.0097991,0.19025,0.18997,1,0
1,AKT UP.V1 DN,0.0085133,0.17758,0.23749,1,0
1,GCNP SHH UP EARLY.V1 DN,0.019808,0.17727,0.16264,1,0
1,MTOR UP.V1 DN,0.015767,0.17379,0.14665,1,0
1,SNF5 DN.V1 UP,0.0024588,0.16915,0.25105,1,0
1,PRC2 EED UP.V1 DN,0.0042393,0.11047,0.1324,1,0
1,BRCA1 DN.V1 DN,0.015767,-0.10888,-0.10718,1,0
1,CYCLIN D1 KE .V1 DN,0.028854,-0.11095,-0.11734,1,0
1,JNK DN.V1 DN,0.017977,-0.12909,-0.13305,1,0
1,JAK2 DN.V1 DN,0.0009903,-0.12936,-0.15024,1,0
1,KRAS.PROSTATE UP.V1 UP,0.0079288,-0.14391,-0.14398,1,0
1,WNT UP.V1 UP,0.0020112,-0.14648,-0.18684,1,0
1,STK33 SKM DN,0.0037806,-0.16075,-0.20931,1,0
1,KRAS.600 UP.V1 DN,0.0085133,-0.16863,-0.22865,1,0
1,RB DN.V1 UP,0.0029959,-0.17335,-0.17168,1,0
1,P53 DN.V2 DN,0.0059338,-0.17491,-0.15662,1,0
1,DCA UP.V1 UP,0.00025768,-0.17965,-0.19291,1,0
1,JAK2 DN.V1 UP,0.0037806,-0.18052,-0.18251,1,0
1,PRC2 EED UP.V1 UP,0.0022699,-0.18086,-0.21409,1,0
1,RAPA EARLY UP.V1 UP,0.0032392,-0.18332,-0.18861,1,0
1,CTIP DN.V1 UP,0.00034064,-0.18776,-0.27623,1,0
1,KRAS.LUNG.BREAST UP.V1 DN,0.015254,-0.18899,-0.24508,1,0
1,CRX NRL DN.V1 DN,0.00053648,-0.19471,-0.2376,1,0
1,NRL DN.V1 UP,0.004403,-0.19504,-0.16522,1,0
1,KRAS.PROSTATE UP.V1 DN,0.0022699,-0.19619,-0.22754,1,0
1,PRC2 EZH2 UP.V1 DN,0.010146,-0.1972,-0.1948,1,0
1,KRAS.AMP.LUNG UP.V1 DN,0.01684,-0.19946,-0.18708,1,0
1,ESC J1 UP EARLY.V1 UP,0.0066217,-0.20157,-0.22355,1,0
1,IL21 UP.V1 UP,0.0037806,-0.21519,-0.22527,1,0
1,EGFR UP.V1 DN,0.0022699,-0.21831,-0.24689,1,0
1,NOTCH DN.V1 UP,0.0024588,-0.2195,-0.21528,1,0
1,PIGF UP.V1 DN,0.017977,-0.22274,-0.18639,1,0
1,MTOR UP.N4.V1 DN,0.00053648,-0.22417,-0.22903,1,0
1,KRAS.600.LUNG.BREAST UP.V1 DN,0.0032392,-0.23405,-0.2761,1,0
1,CTIP DN.V1 DN,0.00087036,-0.24238,-0.25124,1,0
1,SRC UP.V1 UP,0.015254,-0.24917,-0.19696,1,0
1,RELA DN.V1 DN,0.00031055,-0.25775,-0.28009,1,0
1,ESC V6.5 UP EARLY.V1 UP,6.5613e-05,-0.26791,-0.28059,1,0
1,KRAS.LUNG UP.V1 DN,0.0013321,-0.30584,-0.34913,1,0
1,RAF UP.V1 DN,0.0097991,-0.31211,-0.23858,1,0
1,IL15 UP.V1 DN,0.0016396,-0.31497,-0.28017,1,0
1,STK33 NOMO DN,4.8258e-05,-0.31499,-0.35381,1,0
1,BRCA1 DN.V1 UP,0.0023626,-0.32666,-0.27822,1,0
1,STK33 DN,5.9259e-05,-0.33227,-0.3371,1,0
1,PTEN DN.V1 UP,0.00013179,-0.33518,-0.31213,1,0
1,PRC1 BMI UP.V1 UP,6.2359e-05,-0.34506,-0.32987,1,0
1,BMI1 DN.V1 DN,0.0028806,-0.34977,-0.34337,1,0
1,BMI1 DN MEL18 DN.V1 DN,0.0035004,-0.35707,-0.39192,1,0
1,PRC1 BMI UP.V1 DN,0.00025768,-0.366,-0.36412,1,0
1,KRAS.AMP.LUNG UP.V1 UP,0.00011376,-0.36954,-0.36526,1,0
1,ALK DN.V1 DN,0.00016797,-0.37078,-0.38289,1,0
1,MEL18 DN.V1 DN,0.0015095,-0.38221,-0.42321,1,0
1,IL21 UP.V1 DN,6.5613e-05,-0.39586,-0.37225,1,0
