archetype #,Feature Name,P value (Mann-Whitney),Median Difference,Mean Difference,Significant after Benjamini-Hochberg correction?,Is first bin maximal?
1,Inducing Angiogenesis,6.2786e-05,0.22368,0.30488,1,1
1,Resisting Cell Death,5.0226e-05,0.20593,0.22514,1,1
1,Genome Instability and Mutation,5.6174e-05,0.20138,0.19891,1,1
1,Enabling Replicative Immortality,0.004408,0.13502,0.11774,1,1
1,Evading Growth Suppressors,0.0085714,0.13498,0.12212,1,1
1,Sustaining Proliferative Signaling,0.004408,0.12873,0.12407,1,1
1,Reprogramming Energy Metabolism,0.0031536,0.12485,0.11755,1,1
1,Evading Immune Destruction,0.0042883,0.16009,0.16945,1,0
1,Tumor-Promoting Inflammation,0.0030654,0.13225,0.15269,1,0
1,Activating Invasion and Metastasis,0.084046,0.073049,0.068563,0,0
2,Resisting Cell Death,0.027188,-0.065927,-0.10034,1,0
2,Tumor-Promoting Inflammation,0.0012662,-0.098188,-0.14386,1,0
2,Inducing Angiogenesis,0.0069616,-0.11539,-0.13655,1,0
2,Evading Immune Destruction,0.0013457,-0.12,-0.16218,1,0
2,Reprogramming Energy Metabolism,0.68418,-0.0047784,0.011751,0,0
2,Genome Instability and Mutation,0.34256,-0.022096,-0.044407,0,0
2,Sustaining Proliferative Signaling,0.30815,-0.027157,-0.039841,0,0
2,Evading Growth Suppressors,0.30815,-0.040922,-0.035733,0,0
2,Enabling Replicative Immortality,0.12689,-0.041236,-0.049472,0,0
2,Activating Invasion and Metastasis,0.13814,-0.047655,-0.053054,0,0
3,Evading Immune Destruction,1.6015e-06,0.33349,0.28228,1,1
3,Tumor-Promoting Inflammation,1.1964e-05,0.27747,0.23179,1,1
3,Resisting Cell Death,6.0504e-05,0.20746,0.18102,1,1
3,Inducing Angiogenesis,0.00022676,0.19438,0.16578,1,1
3,Genome Instability and Mutation,0.020205,0.13998,0.10194,1,1
3,Activating Invasion and Metastasis,0.011904,0.12873,0.10388,1,1
3,Sustaining Proliferative Signaling,0.027803,0.1115,0.078252,1,1
3,Reprogramming Energy Metabolism,0.0028957,0.11022,0.13277,1,1
3,Enabling Replicative Immortality,0.2839,0.076665,0.032887,0,0
3,Evading Growth Suppressors,0.85082,0.025152,-0.0068793,0,0
4,Enabling Replicative Immortality,0.00032948,-0.097946,-0.12178,1,0
4,Evading Growth Suppressors,0.0051916,-0.10577,-0.11422,1,0
4,Sustaining Proliferative Signaling,0.00014935,-0.12082,-0.14092,1,0
4,Activating Invasion and Metastasis,9.0551e-05,-0.12395,-0.16195,1,0
4,Resisting Cell Death,2.0833e-05,-0.13817,-0.17846,1,0
4,Tumor-Promoting Inflammation,8.1192e-05,-0.14922,-0.17331,1,0
4,Genome Instability and Mutation,0.0079323,-0.14981,-0.13317,1,0
4,Evading Immune Destruction,4.1617e-05,-0.15909,-0.18654,1,0
4,Reprogramming Energy Metabolism,9.0221e-07,-0.1848,-0.20308,1,0
4,Inducing Angiogenesis,2.7343e-05,-0.2133,-0.20666,1,0
