archetype #,Feature Name,P value (Mann-Whitney),Median Difference,Mean Difference,Significant after Benjamini-Hochberg correction?,Is first bin maximal?
1,HALLMARK EPITHELIAL MESENCHYMAL TRANSITION,0.00013179,1.449,1.3777,1,1
1,HALLMARK INTERFERON ALPHA RESPONSE,0.001448,1.082,0.89376,1,1
1,HALLMARK TNFA SIGNALING VIA NFKB,0.0013889,1.0631,0.95065,1,1
1,HALLMARK TGF BETA SIGNALING,0.001448,0.9494,0.70714,1,1
1,HALLMARK IL6 JAK STAT3 SIGNALING,0.00087036,0.92154,0.76599,1,1
1,HALLMARK INFLAMMATORY RESPONSE,0.00037344,0.86601,0.69708,1,1
1,HALLMARK COAGULATION,8.0303e-05,0.83635,0.82347,1,1
1,HALLMARK INTERFERON GAMMA RESPONSE,0.001448,0.81137,0.67577,1,1
1,HALLMARK APOPTOSIS,0.0073805,0.7233,0.51656,1,1
1,HALLMARK HYPOXIA,0.0138,0.62735,0.45928,1,1
1,HALLMARK NOTCH SIGNALING,0.00066983,0.56621,0.55914,1,1
1,HALLMARK ALLOGRAFT REJECTION,0.00018491,0.53437,0.49768,1,1
1,HALLMARK IL2 STAT5 SIGNALING,0.0025586,0.52206,0.42481,1,1
1,HALLMARK COMPLEMENT,0.00090875,0.51487,0.48901,1,1
1,HALLMARK UV RESPONSE DN,0.0039282,0.48725,0.5064,1,1
1,HALLMARK GLYCOLYSIS,0.0011741,0.37215,0.31927,1,1
1,HALLMARK XENOBIOTIC METABOLISM,0.00049043,0.3703,0.35911,1,1
1,HALLMARK P53 PATHWAY,0.0085133,0.37009,0.29158,1,1
1,HALLMARK UNFOLDED PROTEIN RESPONSE,0.0018542,0.32408,0.33217,1,1
1,HALLMARK PROTEIN SECRETION,0.011648,0.32159,0.25817,1,1
1,HALLMARK APICAL JUNCTION,0.00016797,0.31336,0.36168,1,1
1,HALLMARK DNA REPAIR,0.0015733,0.17107,0.14848,1,1
1,HALLMARK ANGIOGENESIS,0.004403,0.62579,0.72929,1,0
1,HALLMARK REACTIVE OXYGEN SPECIES PATHWAY,0.004403,0.40517,0.41761,1,0
1,HALLMARK ADIPOGENESIS,0.0024588,0.25482,0.25552,1,0
1,HALLMARK MYOGENESIS,0.0082164,0.19499,0.29722,1,0
1,HALLMARK MYC TARGETS V1,0.044978,0.19088,0.19894,1,0
1,HALLMARK APICAL SURFACE,0.033564,0.17314,0.19203,1,0
1,HALLMARK FATTY ACID METABOLISM,0.024724,0.16124,0.17618,1,0
1,HALLMARK OXIDATIVE PHOSPHORYLATION,0.032572,0.12743,0.15904,1,0
1,HALLMARK KRAS SIGNALING DN,0.00066983,-0.26393,-0.26401,1,0
1,HALLMARK SPERMATOGENESIS,0.00019396,-0.48312,-0.4029,1,0
1,HALLMARK HEDGEHOG SIGNALING,0.0036381,-0.58001,-0.53568,1,0
1,HALLMARK PANCREAS BETA CELLS,4.5827e-05,-1.5655,-1.5073,1,0
1,HALLMARK MYC TARGETS V2,0.073757,0.41899,0.32986,0,0
1,HALLMARK ANDROGEN RESPONSE,0.06115,0.27474,0.16813,0,0
1,HALLMARK MTORC1 SIGNALING,0.29206,0.15437,0.078075,0,0
1,HALLMARK MITOTIC SPINDLE,0.36329,0.11618,0.10544,0,0
1,HALLMARK WNT BETA CATENIN SIGNALING,0.6603,0.11059,0.063524,0,0
1,HALLMARK KRAS SIGNALING UP,0.8614,0.10571,-0.050149,0,0
1,HALLMARK CHOLESTEROL HOMEOSTASIS,0.31468,0.10271,0.10953,0,0
1,HALLMARK PI3K AKT MTOR SIGNALING,0.60883,0.092506,-0.0055976,0,0
1,HALLMARK G2M CHECKPOINT,0.64294,0.023846,0.014073,0,0
1,HALLMARK PEROXISOME,0.6603,0.0033873,-0.033969,0,0
1,HALLMARK UV RESPONSE UP,0.74966,-0.0033087,0.019405,0,0
1,HALLMARK E2F TARGETS,0.53518,-0.013856,-0.090821,0,0
1,HALLMARK HEME METABOLISM,0.25516,-0.081639,-0.049476,0,0
1,HALLMARK BILE ACID METABOLISM,0.059504,-0.13508,-0.13428,0,0
1,HALLMARK ESTROGEN RESPONSE EARLY,0.12472,-0.13732,-0.16698,0,0
1,HALLMARK ESTROGEN RESPONSE LATE,0.093006,-0.19586,-0.17216,0,0
2,HALLMARK REACTIVE OXYGEN SPECIES PATHWAY,0.0049293,0.47894,0.35456,1,1
2,HALLMARK CHOLESTEROL HOMEOSTASIS,0.020453,0.35843,0.2743,1,1
2,HALLMARK MYC TARGETS V1,0.0035004,0.30763,0.27164,1,1
2,HALLMARK MTORC1 SIGNALING,0.0036381,0.29962,0.2577,1,1
2,HALLMARK GLYCOLYSIS,0.01247,0.26134,0.20993,1,1
2,HALLMARK PEROXISOME,0.0057193,0.17765,0.18699,1,1
2,HALLMARK DNA REPAIR,0.0057193,0.10396,0.1089,1,1
2,HALLMARK MYC TARGETS V2,0.0063849,0.53308,0.4543,1,0
2,HALLMARK OXIDATIVE PHOSPHORYLATION,0.0045725,0.25495,0.23639,1,0
2,HALLMARK ESTROGEN RESPONSE LATE,0.029747,0.21851,0.21256,1,0
2,HALLMARK G2M CHECKPOINT,0.0129,0.14783,0.14731,1,0
2,HALLMARK KRAS SIGNALING UP,0.023222,-0.15969,-0.19017,1,0
2,HALLMARK KRAS SIGNALING DN,0.01918,-0.17,-0.17543,1,0
2,HALLMARK HEDGEHOG SIGNALING,0.0049293,-0.4274,-0.45344,1,0
2,HALLMARK PANCREAS BETA CELLS,0.00053648,-1.1566,-1.0469,1,0
2,HALLMARK HEME METABOLISM,0.084004,0.12028,0.090894,0,1
2,HALLMARK INTERFERON ALPHA RESPONSE,0.31468,0.2877,0.11466,0,0
2,HALLMARK INTERFERON GAMMA RESPONSE,0.16068,0.22934,0.12144,0,0
